 0 0
 10 0
 20 0
 30 0
 40 0
 50 0
 60 0
 70 0
 80 0
 90 0
 100 0
 110 0
 120 0
 130 0
 140 0
 150 0
 160 0
 150 1.22465e-15
 140 2.44929e-15
 130 3.67394e-15
 120 4.89859e-15
 110 6.12323e-15
 100 7.34788e-15
 90 8.57253e-15
 80 9.79717e-15
 70 1.10218e-14
 60 1.22465e-14
 60 10
 60 20
 60 30
